class,color_mean_0,color_mean_1,color_mean_2,highlight_pct_0,highlight_pct_1,highlight_pct_2,template_match,saturation,mean_intensity,intensity_variance,contrast,correlation,edge_density,entropy,skewness,area,perimeter,circularity
Component Placing Problem,0.20238814,0.11699916,0.11646229,9.375278893351183,0.48936486687490705,4.669046556596757,0.887856662273407,181.84366354306113,32.25977242302544,231.34882797141265,12.764097281318582,0.972511905399592,0.642904953145917,5.727807,0.5020267394144365,0.0,0.0,0.0
Component Placing Problem,0.22024737,0.0901364,0.37005007,12.08249593262513,0.32060484256866684,20.054550674705713,0.0,190.83433821418316,48.112474877978755,498.7519919513499,31.250361689814824,0.9687845778103958,7.888673557278208,6.0147066,-0.09126464248353038,0.0,0.0,0.0
Component Placing Problem,0.22497557,0.10061687,0.33625814,14.181036374007283,0.5616252029309815,17.645123074897988,0.8107774257659912,188.992694484665,47.24588653415822,563.4605349419761,40.43699874063762,0.9642532432051099,8.273989732789259,6.191177,0.552285553230561,3.0,6.828427076339722,0.8085181381420814
Component Placing Problem,0.17317311,0.120334186,0.1787244,8.250166333998669,1.1662069120186593,8.260632293465504,0.8036646842956543,188.46013590795937,36.65390567180246,533.0837442491928,70.66743955697628,0.9339476913309761,12.284195653636548,5.944207,1.6937285367746464,15.5,42.38477599620819,0.13215952162858055
Component Placing Problem,0.17843783,0.101311974,0.21264102,9.041473906338771,0.6188621053485918,9.991072153234315,0.7957738637924194,183.86127343559775,36.5563671779888,483.5135624539313,32.184776613348035,0.9669275660432174,13.675127830533237,5.9724703,0.8487284516322147,0.0,2.0,0.0
Component Placing Problem,0.16997135,0.113538146,0.16487321,7.162769784172662,0.8782973621103118,7.252697841726619,0.857639491558075,189.62457284172663,34.49390737410072,397.1451517288305,49.45311371841155,0.9379519222216833,10.313511690647482,5.868097,1.243424306125525,0.5,5.414213538169861,0.2143429025219657
Component Placing Problem,0.20483115,0.108477935,0.19685203,10.249400479616307,1.9832134292565948,8.961630695443645,0.7813809514045715,182.56928057553958,37.19712230215827,592.6971140210134,39.22688405797101,0.9669702168691823,12.236330935251798,6.2167697,1.1435132169104645,0.5,5.414213538169861,0.2143429025219657
Component Placing Problem,0.18223986,0.09295364,0.20962082,8.441358024691358,0.26675485008818345,10.013227513227513,0.8057175278663635,183.67149470899471,35.19252645502645,389.1239785376599,23.465227817745802,0.9700236949335846,11.383928571428571,5.9074593,0.666037489758795,0.0,0.0,0.0
Component Placing Problem,0.24743812,0.15522377,0.27665412,12.246052171702729,2.996218981349093,12.934896578019256,0.8273071050643921,177.99487179487178,51.527366313983414,1168.5770368059534,69.77194795254498,0.9702332274861749,10.986559908492994,6.4783874,1.9989692273650834,154.0,379.2203427553177,0.30716626598741203
Component Placing Problem,0.26071355,0.18711522,0.28650355,12.566074950690334,5.429980276134122,12.13214990138067,0.8329242467880249,177.30414201183433,57.438402366863905,1831.0045489268584,132.79625,0.9638645470231494,18.559171597633135,6.5953603,1.7081334627270874,121.5,262.40916097164154,0.36383355566088216
Component Placing Problem,0.2914458,0.14808011,0.3278671,14.270954410435232,3.1598432993241206,15.480649188514356,0.7816278338432312,177.64710060699989,55.63702699212192,1243.9287568592738,91.57634604143665,0.9633482670935748,15.182099961255327,6.5547056,1.849418561131659,32.5,116.81118178367615,0.2092864020059636
